"Employee ID","Gender","Job Level after FY20 promotions","New hire FY20?","FY20 Performance Rating","Promotion in FY21?","In base group for Promotion FY21","Target hire balance","FY20 leaver?","In base group for turnover FY20","Department @01.07.2020","Leaver FY","Job Level after FY21 promotions","Last Department in FY20","FTE group","Time type","Department & JL group PRA status","Department & JL group for PRA","Job Level group PRA status","Job Level group for PRA","Time in Job Level @01.07.2020","Job Level before FY20 promotions","Promotion in FY20?","FY19 Performance Rating","Age group","Age @01.07.2020","Nationality 1","Region group: nationality 1","Broad region group: nationality 1","Last hire date","Years since last hire","Rand"
"254","Female","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Internal Services","","6 - Junior Officer","Internal Services","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Internal Services","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","3","20 to 29","23","Switzerland","Switzerland","Switzerland","4/1/2018","2","0.4410627"
"255","Male","6 - Junior Officer","N","3","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","1","6 - Junior Officer","N","","20 to 29","26","Switzerland","Switzerland","Switzerland","4/1/2019","1","0.8336046"
"256","Female","5 - Senior Officer","N","3","No","Yes","0.50","No","Y","Operations","","5 - Senior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Operations","Age @01.07.2020","5 - Senior Officer","3","5 - Senior Officer","N","3","20 to 29","29","Germany","Europe","Europe","4/1/2015","5","0.0953444"
"257","Male","1 - Executive","N","","No","No","0.50","No","Y","Strategy","","1 - Executive","Strategy","Full Time","Full Time","","","","","3","1 - Executive","N","3","40 to 49","43","Switzerland","Switzerland","Switzerland","4/1/2011","9","0.5876591"
"258","Male","6 - Junior Officer","N","3","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","3","20 to 29","26","France","Europe","Europe","4/1/2018","2","0.1077546"
"259","Female","6 - Junior Officer","N","3","No","Yes","0.50","No","Y","HR","","6 - Junior Officer","HR","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & HR","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","3","20 to 29","23","Switzerland","Switzerland","Switzerland","4/1/2017","3","0.8111443"
"260","Male","5 - Senior Officer","N","3","No","Yes","0.50","No","Y","Sales & Marketing","","5 - Senior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Sales & Marketing","Age @01.07.2020","5 - Senior Officer","2","5 - Senior Officer","N","3","20 to 29","28","Switzerland","Switzerland","Switzerland","4/1/2015","5","0.9172688"
"261","Female","4 - Manager","N","2","No","Yes","0.50","No","Y","HR","","4 - Manager","HR","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & HR","Age @01.07.2020","4 - Manager","7","4 - Manager","N","3","30 to 39","39","France","Europe","Europe","4/1/2013","7","0.7208054"
"262","Male","2 - Director","N","2","No","Yes","0.50","No","Y","Finance","","2 - Director","Finance","Full Time","Full Time","Time in Job Level @01.07.2020","2 - Director & Finance","Uneven - Men benefit","2 - Director","1","#REF!","Y","2","40 to 49","41","Switzerland","Switzerland","Switzerland","4/1/2015","5","0.0761062"
"263","Male","5 - Senior Officer","Y","","No","No","0.50","No","N","Operations","","5 - Senior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Operations","Age @01.07.2020","5 - Senior Officer","0","","N","","20 to 29","27","Austria","Europe","Europe","4/1/2020","0","0.9624183"
"264","Male","6 - Junior Officer","N","2","Yes","Yes","0.50","No","Y","Operations","","5 - Senior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","1","6 - Junior Officer","N","","20 to 29","28","France","Europe","Europe","4/1/2019","1","0.8638521"
"265","Female","4 - Manager","N","2","No","Yes","0.50","No","Y","Operations","","4 - Manager","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Operations","Age @01.07.2020","4 - Manager","2","4 - Manager","N","3","40 to 49","41","Switzerland","Switzerland","Switzerland","4/1/2012","8","0.664032"
"266","Female","5 - Senior Officer","N","3","No","Yes","0.50","No","Y","Operations","","5 - Senior Officer","Operations","80%","Part Time","Time in Job Level @01.07.2020","5 - Senior Officer & Operations","Age @01.07.2020","5 - Senior Officer","2","5 - Senior Officer","N","2","30 to 39","32","Switzerland","Switzerland","Switzerland","4/1/2018","2","0.4462481"
"267","Female","5 - Senior Officer","N","2","No","Yes","0.50","No","Y","Finance","","5 - Senior Officer","Finance","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Finance","Age @01.07.2020","5 - Senior Officer","1","#REF!","Y","1","20 to 29","29","Switzerland","Switzerland","Switzerland","4/1/2017","3","0.9719232"
"268","Female","6 - Junior Officer","N","3","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","3","20 to 29","23","France","Europe","Europe","4/1/2017","3","0.0246643"
"269","Male","5 - Senior Officer","N","3","Yes","Yes","0.50","No","Y","Strategy","","4 - Manager","Strategy","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Strategy","Age @01.07.2020","5 - Senior Officer","3","5 - Senior Officer","N","3","30 to 39","36","Switzerland","Switzerland","Switzerland","4/1/2017","3","0.4444394"
"270","Female","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","5","6 - Junior Officer","N","3","20 to 29","27","Switzerland","Switzerland","Switzerland","4/1/2015","5","0.9721785"
"271","Female","4 - Manager","N","4","No","Yes","0.50","No","Y","Sales & Marketing","","4 - Manager","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Sales & Marketing","Age @01.07.2020","4 - Manager","3","4 - Manager","N","3","40 to 49","41","Switzerland","Switzerland","Switzerland","4/1/2011","9","0.4235065"
"272","Female","2 - Director","Y","","No","No","0.50","No","N","Operations","","2 - Director","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","2 - Director & Operations","Uneven - Men benefit","2 - Director","0","","N","","30 to 39","39","Switzerland","Switzerland","Switzerland","4/1/2020","0","0.047976"
"273","Female","6 - Junior Officer","N","3","No","Yes","0.50","No","Y","Internal Services","","6 - Junior Officer","Internal Services","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Internal Services","Age @01.07.2020","6 - Junior Officer","4","6 - Junior Officer","N","3","20 to 29","24","Switzerland","Switzerland","Switzerland","4/1/2016","4","0.7064968"
"274","Male","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","3","16 to 19","19","Switzerland","Switzerland","Switzerland","4/1/2018","2","0.1853519"
"275","Female","2 - Director","N","3","No","No","0.50","Yes","Y","Operations","FY20","","Operations","Full Time","Full Time","","","","","5","2 - Director","N","","40 to 49","41","France","Europe","Europe","4/1/2015","5","0.934608"
"276","Male","6 - Junior Officer","N","1","No","Yes","0.50","No","Y","Sales & Marketing","","6 - Junior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","2","16 to 19","19","France","Europe","Europe","4/1/2017","3","0.4959552"
"277","Male","6 - Junior Officer","N","3","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","2","20 to 29","23","France","Europe","Europe","4/1/2017","3","0.440552"
"278","Male","3 - Senior Manager","N","2","No","Yes","0.50","No","Y","Sales & Marketing","","3 - Senior Manager","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","3 - Senior Manager & Sales & Marketing","Age @01.07.2020","3 - Senior Manager","4","3 - Senior Manager","N","3","30 to 39","39","Switzerland","Switzerland","Switzerland","4/1/2016","4","0.9920802"
"279","Male","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Sales & Marketing","","6 - Junior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","4","6 - Junior Officer","N","3","20 to 29","24","Switzerland","Switzerland","Switzerland","4/1/2016","4","0.8919185"
"280","Male","1 - Executive","Y","","No","No","0.50","No","N","Internal Services","","1 - Executive","Internal Services","Full Time","Full Time","","","","","0","","N","","30 to 39","38","France","Europe","Europe","4/1/2020","0","0.0168556"
"281","Male","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","3","20 to 29","24","Italy","Europe","Europe","4/1/2017","3","0.1575042"
"282","Male","2 - Director","N","2","No","Yes","0.50","No","Y","Internal Services","","2 - Director","Internal Services","Full Time","Full Time","Time in Job Level @01.07.2020","2 - Director & Internal Services","Uneven - Men benefit","2 - Director","3","2 - Director","N","3","40 to 49","44","France","Europe","Europe","4/1/2011","9","0.9113253"
"283","Male","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","3","20 to 29","25","Switzerland","Switzerland","Switzerland","4/1/2018","2","0.9629268"
"284","Male","6 - Junior Officer","N","3","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","2","20 to 29","21","France","Europe","Europe","4/1/2017","3","0.9135645"
"285","Male","6 - Junior Officer","N","3","No","Yes","0.50","No","Y","Sales & Marketing","","6 - Junior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","3","20 to 29","22","Switzerland","Switzerland","Switzerland","4/1/2018","2","0.2876074"
"286","Male","4 - Manager","N","3","No","Yes","0.50","No","Y","Operations","","4 - Manager","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Operations","Age @01.07.2020","4 - Manager","1","#REF!","Y","2","30 to 39","30","Germany","Europe","Europe","4/1/2018","2","0.4619377"
"287","Female","6 - Junior Officer","Y","","No","No","0.50","No","N","Internal Services","","6 - Junior Officer","Internal Services","70%","Part Time","Time in Job Level @01.07.2020","6 - Junior Officer & Internal Services","Age @01.07.2020","6 - Junior Officer","0","","N","","20 to 29","22","France","Europe","Europe","4/1/2020","0","0.9244531"
"288","Male","5 - Senior Officer","N","2","No","Yes","0.50","No","Y","Sales & Marketing","","5 - Senior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Sales & Marketing","Age @01.07.2020","5 - Senior Officer","3","5 - Senior Officer","N","2","20 to 29","25","Germany","Europe","Europe","4/1/2016","4","0.9650338"
"289","Female","5 - Senior Officer","N","3","No","Yes","0.50","No","Y","Sales & Marketing","","5 - Senior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Sales & Marketing","Age @01.07.2020","5 - Senior Officer","3","5 - Senior Officer","N","2","30 to 39","33","Italy","Europe","Europe","4/1/2016","4","0.916799"
"290","Female","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","2","20 to 29","26","France","Europe","Europe","4/1/2018","2","0.1055165"
"291","Female","4 - Manager","N","2","No","Yes","0.50","No","Y","Sales & Marketing","","4 - Manager","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Sales & Marketing","Age @01.07.2020","4 - Manager","3","4 - Manager","N","3","30 to 39","38","Denmark","Europe","Europe","4/1/2014","6","0.5522804"
"292","Male","6 - Junior Officer","N","3","No","Yes","0.50","No","Y","Sales & Marketing","","6 - Junior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","3","20 to 29","22","France","Europe","Europe","4/1/2018","2","0.9116319"
"293","Female","6 - Junior Officer","N","2","Yes","Yes","0.50","No","Y","Internal Services","","5 - Senior Officer","Internal Services","60%","Part Time","Time in Job Level @01.07.2020","6 - Junior Officer & Internal Services","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","2","30 to 39","33","France","Europe","Europe","4/1/2018","2","0.9308686"
"294","Female","4 - Manager","Y","","No","No","0.50","No","N","Operations","","4 - Manager","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Operations","Age @01.07.2020","4 - Manager","0","","N","","30 to 39","34","Switzerland","Switzerland","Switzerland","4/1/2020","0","0.7522067"
"295","Female","5 - Senior Officer","N","2","No","Yes","0.50","No","Y","Operations","","5 - Senior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Operations","Age @01.07.2020","5 - Senior Officer","3","5 - Senior Officer","N","3","20 to 29","28","Switzerland","Switzerland","Switzerland","4/1/2012","8","0.5542153"
"296","Male","6 - Junior Officer","N","3","No","Yes","0.50","No","Y","Sales & Marketing","","6 - Junior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","3","20 to 29","25","Netherlands","Europe","Europe","4/1/2018","2","0.248055"
"297","Male","6 - Junior Officer","N","3","No","Yes","0.50","No","Y","Sales & Marketing","","6 - Junior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","3","20 to 29","24","Switzerland","Switzerland","Switzerland","4/1/2018","2","0.8754188"
"298","Female","3 - Senior Manager","N","4","No","Yes","0.50","No","Y","Operations","","3 - Senior Manager","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","3 - Senior Manager & Operations","Age @01.07.2020","3 - Senior Manager","2","3 - Senior Manager","N","3","40 to 49","41","Switzerland","Switzerland","Switzerland","4/1/2011","9","0.6289169"
"299","Male","6 - Junior Officer","N","3","Yes","Yes","0.50","No","Y","Sales & Marketing","","5 - Senior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","2","20 to 29","24","Switzerland","Switzerland","Switzerland","4/1/2017","3","0.0801717"
"300","Male","4 - Manager","N","3","No","Yes","0.50","No","Y","Operations","","4 - Manager","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Operations","Age @01.07.2020","4 - Manager","2","4 - Manager","N","3","30 to 39","32","France","Europe","Europe","4/1/2016","4","0.3366641"
"301","Female","6 - Junior Officer","N","3","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","3","20 to 29","25","Switzerland","Switzerland","Switzerland","4/1/2018","2","0.1515633"
"302","Female","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Internal Services","","6 - Junior Officer","Internal Services","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Internal Services","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","3","20 to 29","26","Switzerland","Switzerland","Switzerland","4/1/2018","2","0.1717628"
"303","Male","4 - Manager","Y","","No","No","0.50","No","N","Operations","","4 - Manager","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Operations","Age @01.07.2020","4 - Manager","0","","N","","30 to 39","34","Switzerland","Switzerland","Switzerland","4/1/2020","0","0.2819624"
"304","Female","3 - Senior Manager","N","2","No","Yes","0.50","No","Y","Operations","","3 - Senior Manager","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","3 - Senior Manager & Operations","Age @01.07.2020","3 - Senior Manager","4","3 - Senior Manager","N","3","50 to 59","50","Austria","Europe","Europe","4/1/2012","8","0.7698415"
"305","Male","6 - Junior Officer","N","2","Yes","Yes","0.50","No","Y","Sales & Marketing","","5 - Senior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","3","20 to 29","28","Italy","Europe","Europe","4/1/2018","2","0.4319585"
"306","Female","6 - Junior Officer","N","3","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","1","6 - Junior Officer","N","","20 to 29","26","Switzerland","Switzerland","Switzerland","4/1/2019","1","0.0821166"
"307","Male","6 - Junior Officer","N","3","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","1","6 - Junior Officer","N","","20 to 29","25","Switzerland","Switzerland","Switzerland","4/1/2019","1","0.5991406"
"308","Female","5 - Senior Officer","Y","","No","No","0.50","No","N","Sales & Marketing","","5 - Senior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Sales & Marketing","Age @01.07.2020","5 - Senior Officer","0","","N","","30 to 39","30","Switzerland","Switzerland","Switzerland","4/1/2020","0","0.1891485"
"309","Male","4 - Manager","N","3","No","No","0.50","Yes","Y","Sales & Marketing","FY20","","Sales & Marketing","Full Time","Full Time","","","","","3","4 - Manager","N","4","40 to 49","46","Switzerland","Switzerland","Switzerland","4/1/2013","7","0.8776793"
"310","Female","4 - Manager","Y","","No","No","0.50","No","N","Operations","","4 - Manager","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Operations","Age @01.07.2020","4 - Manager","0","","N","","30 to 39","37","Germany","Europe","Europe","4/1/2020","0","0.7110552"
"311","Female","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","4","20 to 29","22","Italy","Europe","Europe","4/1/2017","3","0.7748895"
"312","Female","5 - Senior Officer","N","2","No","Yes","0.50","No","Y","Operations","","5 - Senior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Operations","Age @01.07.2020","5 - Senior Officer","4","5 - Senior Officer","N","3","30 to 39","34","Germany","Europe","Europe","4/1/2012","8","0.296396"
"313","Male","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","3","20 to 29","22","France","Europe","Europe","4/1/2018","2","0.6979878"
"314","Female","6 - Junior Officer","Y","","No","No","0.50","No","N","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","0","","N","","20 to 29","24","France","Europe","Europe","4/1/2020","0","0.1504101"
"315","Female","6 - Junior Officer","Y","","No","No","0.50","No","N","Operations","","6 - Junior Officer","Operations","70%","Part Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","0","","N","","20 to 29","26","Switzerland","Switzerland","Switzerland","4/1/2020","0","0.4948997"
"316","Male","1 - Executive","N","","No","No","0.50","No","Y","Operations","","1 - Executive","Operations","Full Time","Full Time","","","","","1","#REF!","Y","2","40 to 49","48","France","Europe","Europe","4/1/2013","7","0.9541808"
"317","Female","6 - Junior Officer","N","1","Yes","Yes","0.50","No","Y","Operations","","5 - Senior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","5","6 - Junior Officer","N","3","20 to 29","28","Switzerland","Switzerland","Switzerland","4/1/2015","5","0.8544126"
"318","Female","3 - Senior Manager","Y","","No","No","0.50","No","N","Operations","","3 - Senior Manager","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","3 - Senior Manager & Operations","Age @01.07.2020","3 - Senior Manager","0","","N","","40 to 49","43","Germany","Europe","Europe","4/1/2020","0","0.0949247"
"319","Male","6 - Junior Officer","N","1","Yes","Yes","0.50","No","Y","Operations","","5 - Senior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","2","20 to 29","27","Germany","Europe","Europe","4/1/2018","2","0.8462293"
"320","Female","5 - Senior Officer","Y","","No","No","0.50","No","N","Sales & Marketing","","5 - Senior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Sales & Marketing","Age @01.07.2020","5 - Senior Officer","0","","N","","30 to 39","31","Switzerland","Switzerland","Switzerland","4/1/2020","0","0.1527776"
"321","Male","3 - Senior Manager","N","3","No","Yes","0.50","No","Y","Operations","","3 - Senior Manager","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","3 - Senior Manager & Operations","Age @01.07.2020","3 - Senior Manager","3","3 - Senior Manager","N","3","30 to 39","38","Switzerland","Switzerland","Switzerland","4/1/2011","9","0.2916456"
"322","Female","3 - Senior Manager","N","3","No","Yes","0.50","No","Y","Internal Services","","3 - Senior Manager","Internal Services","Full Time","Full Time","Time in Job Level @01.07.2020","3 - Senior Manager & Internal Services","Age @01.07.2020","3 - Senior Manager","3","3 - Senior Manager","N","3","40 to 49","43","Switzerland","Switzerland","Switzerland","4/1/2016","4","0.749131"
"323","Male","5 - Senior Officer","N","2","No","Yes","0.50","No","Y","Sales & Marketing","","5 - Senior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Sales & Marketing","Age @01.07.2020","5 - Senior Officer","3","5 - Senior Officer","N","","20 to 29","24","Switzerland","Switzerland","Switzerland","4/1/2017","3","0.8450292"
"324","Male","3 - Senior Manager","N","2","Yes","Yes","0.50","No","Y","Internal Services","","2 - Director","Internal Services","Full Time","Full Time","Time in Job Level @01.07.2020","3 - Senior Manager & Internal Services","Age @01.07.2020","3 - Senior Manager","1","#REF!","Y","1","30 to 39","35","Switzerland","Switzerland","Switzerland","4/1/2013","7","0.5053326"
"325","Female","5 - Senior Officer","N","2","No","Yes","0.50","No","Y","Operations","","5 - Senior Officer","Operations","60%","Part Time","Time in Job Level @01.07.2020","5 - Senior Officer & Operations","Age @01.07.2020","5 - Senior Officer","2","5 - Senior Officer","N","4","30 to 39","30","Switzerland","Switzerland","Switzerland","4/1/2016","4","0.0357117"
"326","Male","2 - Director","N","2","No","Yes","0.50","No","Y","Sales & Marketing","","2 - Director","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","2 - Director & Sales & Marketing","Uneven - Men benefit","2 - Director","3","2 - Director","N","3","30 to 39","37","France","Europe","Europe","4/1/2015","5","0.988691"
"327","Male","4 - Manager","N","3","No","Yes","0.50","No","Y","Sales & Marketing","","4 - Manager","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Sales & Marketing","Age @01.07.2020","4 - Manager","1","#REF!","Y","1","40 to 49","40","Switzerland","Switzerland","Switzerland","4/1/2014","6","0.4780947"
"328","Female","5 - Senior Officer","N","3","No","Yes","0.50","No","Y","Operations","","5 - Senior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Operations","Age @01.07.2020","5 - Senior Officer","3","5 - Senior Officer","N","2","30 to 39","30","Germany","Europe","Europe","4/1/2014","6","0.7701439"
"329","Female","4 - Manager","N","","No","No","0.50","Yes","Y","Sales & Marketing","FY20","","Sales & Marketing","Full Time","Full Time","","","","","2","4 - Manager","N","2","40 to 49","45","Italy","Europe","Europe","4/1/2013","7","0.6062164"
"330","Female","4 - Manager","N","3","No","No","0.50","Yes","Y","Operations","FY20","","Operations","90%","Part Time","","","","","3","4 - Manager","N","3","50 to 59","51","Switzerland","Switzerland","Switzerland","4/1/2015","5","0.0419477"
"331","Female","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Sales & Marketing","","6 - Junior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","3","20 to 29","24","Switzerland","Switzerland","Switzerland","4/1/2017","3","0.9657846"
"332","Male","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","3","20 to 29","21","Switzerland","Switzerland","Switzerland","4/1/2018","2","0.5978962"
"333","Male","6 - Junior Officer","N","3","No","Yes","0.50","No","Y","Sales & Marketing","","6 - Junior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","1","6 - Junior Officer","N","","20 to 29","26","Switzerland","Switzerland","Switzerland","4/1/2019","1","0.4706419"
"334","Male","6 - Junior Officer","N","3","No","Yes","0.50","No","Y","Internal Services","","6 - Junior Officer","Internal Services","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Internal Services","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","4","16 to 19","19","Germany","Europe","Europe","4/1/2018","2","0.6964038"
"335","Female","6 - Junior Officer","N","3","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","2","20 to 29","22","Switzerland","Switzerland","Switzerland","4/1/2017","3","0.9763544"
"336","Male","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Sales & Marketing","","6 - Junior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","3","20 to 29","21","France","Europe","Europe","4/1/2017","3","0.1032881"
"337","Male","2 - Director","N","2","No","Yes","0.50","No","Y","Strategy","","2 - Director","Strategy","Full Time","Full Time","Time in Job Level @01.07.2020","2 - Director & Strategy","Uneven - Men benefit","2 - Director","4","2 - Director","N","","40 to 49","43","Switzerland","Switzerland","Switzerland","4/1/2016","4","0.2980635"
